idx,src,tgt,pred,prob
beam3,Wearehere.,Nousysommes.,Noussommmesssons.,tensor([-8.3979])
beam4,Wearehere.,Nousysommes.,Noussommmessonss.,tensor([-8.9224])
beam0,I'lltakesomeX-raysofyourteeth.,Jevaisfaireuneradiographiedevotredentition.,Jevousaisquejevousaisdevous.,tensor([-23.3641])
beam1,I'lltakesomeX-raysofyourteeth.,Jevaisfaireuneradiographiedevotredentition.,Jevousaisquejevousaisdevousd'air.,tensor([-29.0436])
beam2,I'lltakesomeX-raysofyourteeth.,Jevaisfaireuneradiographiedevotredentition.,Jevousaisquejevousaisdevousd'ait.,tensor([-29.6358])
beam3,I'lltakesomeX-raysofyourteeth.,Jevaisfaireuneradiographiedevotredentition.,Jevousaisquejevousaisdevousderair.,tensor([-30.8285])
beam4,I'lltakesomeX-raysofyourteeth.,Jevaisfaireuneradiographiedevotredentition.,Jevousaisquejevousaisdevousd'airer.,tensor([-32.0611])
beam0,I'mnotsurewhatitwas,butitsoundedlikeagunshot.,Jenesuispassûredecedontils'agissait,maiscelafitlebruitd'uncoupdefeu.,Jesuispasquevousvous,jezpous,jerais,j'aitentententrais.,tensor([-62.6280])
beam1,I'mnotsurewhatitwas,butitsoundedlikeagunshot.,Jenesuispassûredecedontils'agissait,maiscelafitlebruitd'uncoupdefeu.,Jesuispasquevousvous,jezpous,jerais,j'aitentententraispais.,tensor([-67.7309])
beam2,I'mnotsurewhatitwas,butitsoundedlikeagunshot.,Jenesuispassûredecedontils'agissait,maiscelafitlebruitd'uncoupdefeu.,Jesuispasquevousvous,jezpous,jerais,j'aitentententraispaiss.,tensor([-70.1263])
beam3,I'mnotsurewhatitwas,butitsoundedlikeagunshot.,Jenesuispassûredecedontils'agissait,maiscelafitlebruitd'uncoupdefeu.,Jesuispasquevousvous,jezpous,jerais,j'aitentententraispairens.,tensor([-73.4411])
beam4,I'mnotsurewhatitwas,butitsoundedlikeagunshot.,Jenesuispassûredecedontils'agissait,maiscelafitlebruitd'uncoupdefeu.,Jesuispasquevousvous,jezpous,jerais,j'aitentententraispairentententententes.,tensor([-99.1372])
beam0,Iwillgivehimanotherchance.,Jeluidonneraiuneautrechance.,J'aimentraisdemais.,tensor([-19.6112])
beam1,Iwillgivehimanotherchance.,Jeluidonneraiuneautrechance.,J'aimentraisdemantrais.,tensor([-24.4730])
beam2,Iwillgivehimanotherchance.,Jeluidonneraiuneautrechance.,J'aimentraisdemantrainde.,tensor([-27.9619])
beam3,Iwillgivehimanotherchance.,Jeluidonneraiuneautrechance.,J'aimentraisdemantrendechais.,tensor([-31.8313])
beam4,Iwillgivehimanotherchance.,Jeluidonneraiuneautrechance.,J'aimentraisdemantrendechair.,tensor([-32.0569])
beam0,Nobody'sgoingtohireyou.,Personnenevat'engager.,Nevousnezpaspasouvous.,tensor([-18.7246])
beam1,Nobody'sgoingtohireyou.,Personnenevat'engager.,Nevousnezpaspasouvoir.,tensor([-18.8199])
beam2,Nobody'sgoingtohireyou.,Personnenevat'engager.,Nevousnezpaspasouvezpas.,tensor([-20.8363])
beam3,Nobody'sgoingtohireyou.,Personnenevat'engager.,Nevousnezpaspasouvousdezpas.,tensor([-25.7560])
beam4,Nobody'sgoingtohireyou.,Personnenevat'engager.,Nevousnezpaspasouvousdezpar.,tensor([-26.7501])
beam0,Wouldyoumindlettingmeseeyourpassport?,Pouvez-vousmelaisservoirvotrepasseport ?,Pourquoivous-vousvousprez-vousdez-vouspasderirende?,tensor([-41.3367])
beam1,Wouldyoumindlettingmeseeyourpassport?,Pouvez-vousmelaisservoirvotrepasseport ?,Pourquoivous-vousvousprez-vousdez-vouspasderirender?,tensor([-42.7959])
beam2,Wouldyoumindlettingmeseeyourpassport?,Pouvez-vousmelaisservoirvotrepasseport ?,Pourquoivous-vousvousprez-vousdez-vouspasderirendende?,tensor([-46.1774])
beam3,Wouldyoumindlettingmeseeyourpassport?,Pouvez-vousmelaisservoirvotrepasseport ?,Pourquoivous-vousvousprez-vousdez-vouspasderirendender?,tensor([-47.5662])
beam4,Wouldyoumindlettingmeseeyourpassport?,Pouvez-vousmelaisservoirvotrepasseport ?,Pourquoivous-vousvousprez-vousdez-vouspasderirendentrere?,tensor([-51.1511])
beam0,Shehasbeenaskedtositonthecommittee.,Onluiademandédesiégeraucomité.,Ellelel'apasdemantdel'aille.,tensor([-32.9379])
beam1,Shehasbeenaskedtositonthecommittee.,Onluiademandédesiégeraucomité.,Ellelel'apasdemantdel'aillle.,tensor([-34.3735])
beam2,Shehasbeenaskedtositonthecommittee.,Onluiademandédesiégeraucomité.,Ellelel'apasdemantdel'aillemant.,tensor([-38.9622])
beam3,Shehasbeenaskedtositonthecommittee.,Onluiademandédesiégeraucomité.,Ellelel'apasdemantdel'aillemande.,tensor([-40.1856])
beam4,Shehasbeenaskedtositonthecommittee.,Onluiademandédesiégeraucomité.,Ellelel'apasdemantdel'aillemandes.,tensor([-42.2175])
beam0,Tenprisonersbrokeoutofjail.,Dixprisonnierssesontévadésdeprison.,Nesommentpaspasdessontrentres.,tensor([-36.7477])
beam1,Tenprisonersbrokeoutofjail.,Dixprisonnierssesontévadésdeprison.,Nesommentpaspasdessontrentrespas.,tensor([-40.7492])
beam2,Tenprisonersbrokeoutofjail.,Dixprisonnierssesontévadésdeprison.,Nesommentpaspasdessontrentrespass.,tensor([-42.5235])
beam3,Tenprisonersbrokeoutofjail.,Dixprisonnierssesontévadésdeprison.,Nesommentpaspasdessontrentrespours.,tensor([-43.9450])
beam4,Tenprisonersbrokeoutofjail.,Dixprisonnierssesontévadésdeprison.,Nesommentpaspasdessontrentrespontres.,tensor([-46.4895])
beam0,Totellthetruth,shenolongerloveshim.,Àdirevrai,ellenel'aimeplus.,Tomn'estpaslait,l'ailllement.,tensor([-34.5939])
beam1,Totellthetruth,shenolongerloveshim.,Àdirevrai,ellenel'aimeplus.,Tomn'estpaslait,l'ailllemait.,tensor([-34.8859])
beam2,Totellthetruth,shenolongerloveshim.,Àdirevrai,ellenel'aimeplus.,Tomn'estpaslait,l'ailllementpas.,tensor([-38.3155])
beam3,Totellthetruth,shenolongerloveshim.,Àdirevrai,ellenel'aimeplus.,Tomn'estpaslait,l'ailllementent.,tensor([-38.9775])
beam4,Totellthetruth,shenolongerloveshim.,Àdirevrai,ellenel'aimeplus.,Tomn'estpaslait,l'ailllementpass.,tensor([-40.6308])
beam0,Weallquit.,Nousdémissionnonstoutes.,Noussommmentous.,tensor([-8.9149])
beam1,Weallquit.,Nousdémissionnonstoutes.,Noussommmessons.,tensor([-9.1015])
beam2,Weallquit.,Nousdémissionnonstoutes.,Noussommmestons.,tensor([-9.1031])
beam3,Weallquit.,Nousdémissionnonstoutes.,Noussommmestous.,tensor([-9.2254])
beam4,Weallquit.,Nousdémissionnonstoutes.,Noussommmentouss.,tensor([-11.1248])
beam0,Iwasboredwithhisoldjokes.,Sesvieillesplaisanteriesm'ennuyaient.,J'aimeraisquevousaisd'ait.,tensor([-23.8956])
beam1,Iwasboredwithhisoldjokes.,Sesvieillesplaisanteriesm'ennuyaient.,J'aimeraisquevousaisdechais.,tensor([-25.2351])
beam2,Iwasboredwithhisoldjokes.,Sesvieillesplaisanteriesm'ennuyaient.,J'aimeraisquevousaisdechair.,tensor([-25.5478])
beam3,Iwasboredwithhisoldjokes.,Sesvieillesplaisanteriesm'ennuyaient.,J'aimeraisquevousaisdechait.,tensor([-26.0666])
beam4,Iwasboredwithhisoldjokes.,Sesvieillesplaisanteriesm'ennuyaient.,J'aimeraisquevousaisd'ailler.,tensor([-27.9903])
beam0,Whywereyouholdinghishand?,Pourquoiluitenais-tulamain?,Pourquoiquois-tuvous?,tensor([-10.8381])
beam1,Whywereyouholdinghishand?,Pourquoiluitenais-tulamain?,Pourquoiquois-vousavous?,tensor([-13.0781])
beam2,Whywereyouholdinghishand?,Pourquoiluitenais-tulamain?,Pourquoiquois-tuvousavous?,tensor([-14.0304])
beam3,Whywereyouholdinghishand?,Pourquoiluitenais-tulamain?,Pourquoiquois-tuvousavoir?,tensor([-15.0021])
beam4,Whywereyouholdinghishand?,Pourquoiluitenais-tulamain?,Pourquoiquois-tuvousavois?,tensor([-15.0071])
beam0,Theysharedthemoney.,Ilsontpartagél'argent.,Elllesonssontrère.,tensor([-17.5237])
beam1,Theysharedthemoney.,Ilsontpartagél'argent.,Elllesonssontrères.,tensor([-18.9995])
beam2,Theysharedthemoney.,Ilsontpartagél'argent.,Elllesonssontrèrent.,tensor([-20.2701])
beam3,Theysharedthemoney.,Ilsontpartagél'argent.,Elllesonssontresontre.,tensor([-23.1048])
beam4,Theysharedthemoney.,Ilsontpartagél'argent.,Elllesonssontresontres.,tensor([-24.3994])
beam0,TherearemanyAmericanswhocanspeakJapanese.,IlexistedenombreuxAméricainsquipeuventparlerlejaponais.,Lesonsentpassententresantdesanssententresententententessandes.,tensor([-102.2459])
beam1,TherearemanyAmericanswhocanspeakJapanese.,IlexistedenombreuxAméricainsquipeuventparlerlejaponais.,Lesonsentpassententresantdesanssententresententententessantpandes.,tensor([-108.4846])
beam2,TherearemanyAmericanswhocanspeakJapanese.,IlexistedenombreuxAméricainsquipeuventparlerlejaponais.,Lesonsentpassententresantdesanssententresententententessantpandess.,tensor([-110.2763])
beam3,TherearemanyAmericanswhocanspeakJapanese.,IlexistedenombreuxAméricainsquipeuventparlerlejaponais.,Lesonsentpassententresantdesanssententresententententessantpandessesss.,tensor([-117.8457])
beam4,TherearemanyAmericanswhocanspeakJapanese.,IlexistedenombreuxAméricainsquipeuventparlerlejaponais.,Lesonsentpassententresantdesanssententresententententessantpandessessssssessessesssententententres.,tensor([-170.4549])
beam0,Howlonghaveyoubeenbusy?,Combiendetempsétais-tuoccupé ?,Commment-illest-vous?,tensor([-10.3641])
beam1,Howlonghaveyoubeenbusy?,Combiendetempsétais-tuoccupé ?,Commment-ilquevousvous?,tensor([-11.8446])
beam2,Howlonghaveyoubeenbusy?,Combiendetempsétais-tuoccupé ?,Commment-illest-vouspas?,tensor([-13.0645])
beam3,Howlonghaveyoubeenbusy?,Combiendetempsétais-tuoccupé ?,Commment-ilquevousvousvous?,tensor([-14.4847])
beam4,Howlonghaveyoubeenbusy?,Combiendetempsétais-tuoccupé ?,Commment-ilquevousvousvez-vous?,tensor([-15.7430])
beam0,HowdoIeatwithoutaspoon?,Commentest-cequejemange,sanscuiller?,Commment-ilquejevouspas?,tensor([-12.3958])
beam1,HowdoIeatwithoutaspoon?,Commentest-cequejemange,sanscuiller?,Commment-ilquejevousvous?,tensor([-13.1693])
beam2,HowdoIeatwithoutaspoon?,Commentest-cequejemange,sanscuiller?,Commment-ilquejejevouspas?,tensor([-13.6518])
beam3,HowdoIeatwithoutaspoon?,Commentest-cequejemange,sanscuiller?,Commment-ilquejejevousvous?,tensor([-14.5133])
beam4,HowdoIeatwithoutaspoon?,Commentest-cequejemange,sanscuiller?,Commment-ilquejejevousvouspas?,tensor([-16.7998])
beam0,Allyouhavetodoisfollowme.,Toutcequetuasàfaire,c'estdemesuivre.,Vousêtezvousdevousdezpourdezpourtour.,tensor([-40.2736])
beam1,Allyouhavetodoisfollowme.,Toutcequetuasàfaire,c'estdemesuivre.,Vousêtezvousdevousdezpourdezpourtouvous.,tensor([-43.2846])
beam2,Allyouhavetodoisfollowme.,Toutcequetuasàfaire,c'estdemesuivre.,Vousêtezvousdevousdezpourdezpourtouvour.,tensor([-43.7922])
beam3,Allyouhavetodoisfollowme.,Toutcequetuasàfaire,c'estdemesuivre.,Vousêtezvousdevousdezpourdezpourtouvoir.,tensor([-43.9473])
beam4,Allyouhavetodoisfollowme.,Toutcequetuasàfaire,c'estdemesuivre.,Vousêtezvousdevousdezpourdezpourtouvourte.,tensor([-46.8292])
beam0,Doyouwanttotryit?,Veux-tuessayer?,Vousêtez-vousvous?,tensor([-6.2964])
beam1,Doyouwanttotryit?,Veux-tuessayer?,Vousêtez-vouspas?,tensor([-6.5709])
beam2,Doyouwanttotryit?,Veux-tuessayer?,Vousêtez-vousavous?,tensor([-7.5028])
beam3,Doyouwanttotryit?,Veux-tuessayer?,Vousêtez-vousvousvous?,tensor([-8.9298])
beam4,Doyouwanttotryit?,Veux-tuessayer?,Vousêtez-vousvousavous?,tensor([-10.7276])
beam0,IworkfromMondaythroughSaturday.,Jetravailledulundiausamedi.,Jevousaisfairerd'avoirdemair.,tensor([-31.0034])
beam1,IworkfromMondaythroughSaturday.,Jetravailledulundiausamedi.,Jevousaisfairerd'avoirdemait.,tensor([-31.4684])
beam2,IworkfromMondaythroughSaturday.,Jetravailledulundiausamedi.,Jevousaisfairerd'avoirdemant.,tensor([-31.5538])
beam3,IworkfromMondaythroughSaturday.,Jetravailledulundiausamedi.,Jevousaisfairerd'avoirdemairent.,tensor([-35.5784])
beam4,IworkfromMondaythroughSaturday.,Jetravailledulundiausamedi.,Jevousaisfairerd'avoirdemairenter.,tensor([-39.2693])
beam0,Ineedajob.,J'aibesoind'unemploi.,Jen'aipasd'ait.,tensor([-12.1339])
beam1,Ineedajob.,J'aibesoind'unemploi.,Jen'aipasdemais.,tensor([-12.5603])
beam2,Ineedajob.,J'aibesoind'unemploi.,Jen'aipasdemant.,tensor([-12.8786])
beam3,Ineedajob.,J'aibesoind'unemploi.,Jen'aipasdemans.,tensor([-13.0811])
beam4,Ineedajob.,J'aibesoind'unemploi.,Jen'aipasdemande.,tensor([-14.1356])
beam0,Weactedingoodfaith.,Nousavonsagientoutebonnefoi.,Nousn'avonspasfaire.,tensor([-14.7149])
beam1,Weactedingoodfaith.,Nousavonsagientoutebonnefoi.,Nousn'avonspasdecons.,tensor([-15.8600])
beam2,Weactedingoodfaith.,Nousavonsagientoutebonnefoi.,Nousn'avonspasdechons.,tensor([-16.8022])
beam3,Weactedingoodfaith.,Nousavonsagientoutebonnefoi.,Nousn'avonspasfairent.,tensor([-17.7134])
beam4,Weactedingoodfaith.,Nousavonsagientoutebonnefoi.,Nousn'avonspasdechonte.,tensor([-19.1647])
beam0,Don'tdoanythingstrenuoustonight.,Nefais,cesoir,riend'éprouvant!,Nepeuxpasquevouspas!,tensor([-13.8145])
beam1,Don'tdoanythingstrenuoustonight.,Nefais,cesoir,riend'éprouvant!,Nepeuxpasquevouspaspas!,tensor([-16.3884])
beam2,Don'tdoanythingstrenuoustonight.,Nefais,cesoir,riend'éprouvant!,Nepeuxpasquevouspasezpas!,tensor([-17.5238])
beam3,Don'tdoanythingstrenuoustonight.,Nefais,cesoir,riend'éprouvant!,Nepeuxpasquevouspas!Nezpas!,tensor([-18.5585])
beam4,Don'tdoanythingstrenuoustonight.,Nefais,cesoir,riend'éprouvant!,Nepeuxpasquevouspaslezpas!,tensor([-18.4996])
beam0,Hewrotedownallthedetails.,Ilpritnotedetouslesdétails.,Ilfaitd'aitd'ailllerait.,tensor([-27.9964])
beam1,Hewrotedownallthedetails.,Ilpritnotedetouslesdétails.,Ilfaitd'aitd'aitdell'ait.,tensor([-28.7564])
beam2,Hewrotedownallthedetails.,Ilpritnotedetouslesdétails.,Ilfaitd'aitd'aitdell'aire.,tensor([-30.8322])
beam3,Hewrotedownallthedetails.,Ilpritnotedetouslesdétails.,Ilfaitd'aitd'aitdell'aille.,tensor([-31.7876])
beam4,Hewrotedownallthedetails.,Ilpritnotedetouslesdétails.,Ilfaitd'aitd'aitdell'ailles.,tensor([-33.7511])
beam0,Iwascaughtintherainandgotwet.,J'aiététrempéparlapluie.,Jeveuxquevousvousavousdezchair.,tensor([-27.2428])
beam1,Iwascaughtintherainandgotwet.,J'aiététrempéparlapluie.,Jeveuxquevousvousavousdezchais.,tensor([-27.6659])
beam2,Iwascaughtintherainandgotwet.,J'aiététrempéparlapluie.,Jeveuxquevousvousavousdezchoir.,tensor([-27.9027])
beam3,Iwascaughtintherainandgotwet.,J'aiététrempéparlapluie.,Jeveuxquevousvousavousdezchaire.,tensor([-28.6912])
beam4,Iwascaughtintherainandgotwet.,J'aiététrempéparlapluie.,Jeveuxquevousvousavousdezchairer.,tensor([-30.6737])
beam0,Hesingssowellthatit'simpossibletoholdbacktears.,Ilchantetellementbienqu'ilestimpossiblederetenirseslarmes.,Iln'apaspasdemontrendel'aitdespasdentrentres.,tensor([-63.0939])
beam1,Hesingssowellthatit'simpossibletoholdbacktears.,Ilchantetellementbienqu'ilestimpossiblederetenirseslarmes.,Iln'apaspasdemontrendel'aitdespasdentrentreres.,tensor([-66.8065])
beam2,Hesingssowellthatit'simpossibletoholdbacktears.,Ilchantetellementbienqu'ilestimpossiblederetenirseslarmes.,Iln'apaspasdemontrendel'aitdespasdentrentreress.,tensor([-68.8797])
beam3,Hesingssowellthatit'simpossibletoholdbacktears.,Ilchantetellementbienqu'ilestimpossiblederetenirseslarmes.,Iln'apaspasdemontrendel'aitdespasdentrentrerestes.,tensor([-72.6943])
beam4,Hesingssowellthatit'simpossibletoholdbacktears.,Ilchantetellementbienqu'ilestimpossiblederetenirseslarmes.,Iln'apaspasdemontrendel'aitdespasdentrentrerestesssses.,tensor([-82.9006])
beam0,Youwerehungry,weren'tyou?,Vousaviezfaim,n'est-cepas?,Vousêtez-vousêtespas?,tensor([-9.9688])
beam1,Youwerehungry,weren'tyou?,Vousaviezfaim,n'est-cepas?,Vousêtez-vousêtespas?Vous?,tensor([-11.7196])
beam2,Youwerehungry,weren'tyou?,Vousaviezfaim,n'est-cepas?,Vousêtez-vouspasêtes?,tensor([-11.0012])
beam3,Youwerehungry,weren'tyou?,Vousaviezfaim,n'est-cepas?,Vousêtez-vouspasêtes?Vous?,tensor([-12.6809])
beam4,Youwerehungry,weren'tyou?,Vousaviezfaim,n'est-cepas?,Vousêtez-vousêtespas?Vous?Vous?,tensor([-14.4301])
beam0,Webakedittogether.,Nousl'avonscuitensemble.,Noussommmensonspas.,tensor([-13.1314])
beam1,Webakedittogether.,Nousl'avonscuitensemble.,Noussommmensonspass.,tensor([-15.2927])
beam2,Webakedittogether.,Nousl'avonscuitensemble.,Noussommmensonspasdes.,tensor([-17.4655])
beam3,Webakedittogether.,Nousl'avonscuitensemble.,Noussommmensonspassons.,tensor([-18.4437])
beam4,Webakedittogether.,Nousl'avonscuitensemble.,Noussommmensonspassontre.,tensor([-21.3464])
beam0,Readthis.,Lisceci.,Nous!,tensor([-4.4591])
beam1,Readthis.,Lisceci.,Rez-vous!,tensor([-5.3311])
beam2,Readthis.,Lisceci.,Nouss!,tensor([-6.4882])
beam3,Readthis.,Lisceci.,Rez-voi!,tensor([-7.1501])
beam4,Readthis.,Lisceci.,Rez-vou!,tensor([-7.8310])
beam0,Ifiguredyou'dbeimpressed.,Jepensaisquetuseraisimpressionné.,Jesuispasdevousdevouspousderais.,tensor([-32.6154])
beam1,Ifiguredyou'dbeimpressed.,Jepensaisquetuseraisimpressionné.,Jesuispasdevousdevouspousderair.,tensor([-33.0641])
beam2,Ifiguredyou'dbeimpressed.,Jepensaisquetuseraisimpressionné.,Jesuispasdevousdevouspousderaire.,tensor([-34.8803])
beam3,Ifiguredyou'dbeimpressed.,Jepensaisquetuseraisimpressionné.,Jesuispasdevousdevouspousderdemais.,tensor([-36.4693])
beam4,Ifiguredyou'dbeimpressed.,Jepensaisquetuseraisimpressionné.,Jesuispasdevousdevouspousderdemant.,tensor([-37.5944])
beam0,Weshouldhavebeenmorecareful.,Nousaurionsdûfaireplusattention.,Noussommmensonspasdessonsons.,tensor([-26.9785])
beam1,Weshouldhavebeenmorecareful.,Nousaurionsdûfaireplusattention.,Noussommmensonspasdessontres.,tensor([-27.2023])
beam2,Weshouldhavebeenmorecareful.,Nousaurionsdûfaireplusattention.,Noussommmensonspasdessonsours.,tensor([-28.7731])
beam3,Weshouldhavebeenmorecareful.,Nousaurionsdûfaireplusattention.,Noussommmensonspasdesonssours.,tensor([-28.9521])
beam4,Weshouldhavebeenmorecareful.,Nousaurionsdûfaireplusattention.,Noussommmensonspasdessonsonssons.,tensor([-32.9358])
beam0,Itwasjustamatteroftime.,Cefutjusteunequestiondetemps.,C'estpasquevousdevousd'ait.,tensor([-25.1460])
beam1,Itwasjustamatteroftime.,Cefutjusteunequestiondetemps.,C'estpasquevousdevousdemait.,tensor([-27.0748])
beam2,Itwasjustamatteroftime.,Cefutjusteunequestiondetemps.,C'estpasquevousdevousdemante.,tensor([-28.6391])
beam3,Itwasjustamatteroftime.,Cefutjusteunequestiondetemps.,C'estpasquevousdevousdemantent.,tensor([-30.8049])
beam4,Itwasjustamatteroftime.,Cefutjusteunequestiondetemps.,C'estpasquevousdevousdemantente.,tensor([-32.3163])
beam0,That'swhyIloveyou.,C'estpourçaquejet'aime.,Jeveuxquejevousquej'ais.,tensor([-11.3878])
beam1,That'swhyIloveyou.,C'estpourçaquejet'aime.,Jeveuxquejevousquejej'ais.,tensor([-12.7876])
beam2,That'swhyIloveyou.,C'estpourçaquejet'aime.,C'estquejevousquejej'ais.,tensor([-12.6787])
beam3,That'swhyIloveyou.,C'estpourçaquejet'aime.,Jeveuxquejevousquejej'aist.,tensor([-14.6576])
beam4,That'swhyIloveyou.,C'estpourçaquejet'aime.,Jeveuxquejevousquejej'aiste.,tensor([-16.3992])
beam0,Areyousostupidthatyoucan'tseeit?,Êtes-voussistupidequevousnepuissiezlevoir?,Vousêtez-vousêtrez-vouspaspas?,tensor([-16.8424])
beam1,Areyousostupidthatyoucan'tseeit?,Êtes-voussistupidequevousnepuissiezlevoir?,Vousêtez-vousêtrez-vouspasez-vous?,tensor([-18.6876])
beam2,Areyousostupidthatyoucan'tseeit?,Êtes-voussistupidequevousnepuissiezlevoir?,Vousêtez-vousêtrez-vouspasez-vouspas?,tensor([-21.0145])
beam3,Areyousostupidthatyoucan'tseeit?,Êtes-voussistupidequevousnepuissiezlevoir?,Vousêtez-vousêtrez-vouspasez-vouspass?,tensor([-23.5154])
beam4,Areyousostupidthatyoucan'tseeit?,Êtes-voussistupidequevousnepuissiezlevoir?,Vousêtez-vousêtrez-vouspasez-vouspasderer?,tensor([-29.6998])
beam0,Ithinkyoupanicked.,Jepensequetut'espaniqué.,Jepensequevousvouspas.,tensor([-11.8870])
beam1,Ithinkyoupanicked.,Jepensequetut'espaniqué.,Jepensequevousvousezpas.,tensor([-13.3980])
beam2,Ithinkyoupanicked.,Jepensequetut'espaniqué.,Jepensequevousvousezpasd'air.,tensor([-19.9590])
beam3,Ithinkyoupanicked.,Jepensequetut'espaniqué.,Jepensequevousvousezpasdechoir.,tensor([-21.5783])
beam4,Ithinkyoupanicked.,Jepensequetut'espaniqué.,Jepensequevousvousezpasdechair.,tensor([-22.1864])
beam0,You'llneedatemporarybridge.,Vousavezbesoind'unbridgeprovisoire.,Vousêtezpasêtrentrespas.,tensor([-19.1009])
beam1,You'llneedatemporarybridge.,Vousavezbesoind'unbridgeprovisoire.,Vousêtezpasêtrentrespaspas.,tensor([-22.4719])
beam2,You'llneedatemporarybridge.,Vousavezbesoind'unbridgeprovisoire.,Vousêtezpasêtrentrespaspasdes.,tensor([-27.1692])
beam3,You'llneedatemporarybridge.,Vousavezbesoind'unbridgeprovisoire.,Vousêtezpasêtrentrespaspasderer.,tensor([-30.3067])
beam4,You'llneedatemporarybridge.,Vousavezbesoind'unbridgeprovisoire.,Vousêtezpasêtrentrespaspasderter.,tensor([-32.1703])
beam0,It'snotsureitwillhappen.,Iln'estpascertainqueçasurviendra.,C'estpasquevouspasd'estes.,tensor([-23.3704])
beam1,It'snotsureitwillhappen.,Iln'estpascertainqueçasurviendra.,C'estpasquevouspasd'estent.,tensor([-24.3086])
beam2,It'snotsureitwillhappen.,Iln'estpascertainqueçasurviendra.,C'estpasquevouspasd'estoure.,tensor([-25.8404])
beam3,It'snotsureitwillhappen.,Iln'estpascertainqueçasurviendra.,C'estpasquevouspasd'estentes.,tensor([-27.1959])
beam4,It'snotsureitwillhappen.,Iln'estpascertainqueçasurviendra.,C'estpasquevouspasd'estentest.,tensor([-29.5115])
beam0,Howcertainareyouthathe'sacriminal?,Quellecertitudeavez-vousqu'ilsoituncriminel?,Commmentent-ilest-vouspasent-vous?,tensor([-25.3789])
beam1,Howcertainareyouthathe'sacriminal?,Quellecertitudeavez-vousqu'ilsoituncriminel?,Commmentent-ilest-vouspasent-vouspas?,tensor([-28.7572])
beam2,Howcertainareyouthathe'sacriminal?,Quellecertitudeavez-vousqu'ilsoituncriminel?,Commmentent-ilest-vouspasent-vouspass?,tensor([-31.3919])
beam3,Howcertainareyouthathe'sacriminal?,Quellecertitudeavez-vousqu'ilsoituncriminel?,Commmentent-ilest-vouspasent-vouspasdende?,tensor([-36.7461])
beam4,Howcertainareyouthathe'sacriminal?,Quellecertitudeavez-vousqu'ilsoituncriminel?,Commmentent-ilest-vouspasent-vouspasdendent?,tensor([-39.8486])
beam0,Youreallyaresomething.,Vousêtesvraimentquelquechose.,Vousêtezvousêtrevous.,tensor([-14.4985])
beam1,Youreallyaresomething.,Vousêtesvraimentquelquechose.,Vousêtezvousêtrezpous.,tensor([-15.8396])
beam2,Youreallyaresomething.,Vousêtesvraimentquelquechose.,Vousêtezvousêtrevousdezpas.,tensor([-21.3641])
beam3,Youreallyaresomething.,Vousêtesvraimentquelquechose.,Vousêtezvousêtrevousdezpous.,tensor([-22.6045])
beam4,Youreallyaresomething.,Vousêtesvraimentquelquechose.,Vousêtezvousêtrevousdezpour.,tensor([-23.5654])
beam0,Wasthatacoincidence?,Était-ceunecoïncidence?,Qu'est-cequelleche?,tensor([-14.9289])
beam1,Wasthatacoincidence?,Était-ceunecoïncidence?,Qu'est-cequellechos?,tensor([-16.1933])
beam2,Wasthatacoincidence?,Était-ceunecoïncidence?,Qu'est-cequellechous?,tensor([-16.9325])
beam3,Wasthatacoincidence?,Était-ceunecoïncidence?,Qu'est-cequellechour?,tensor([-17.7341])
beam4,Wasthatacoincidence?,Était-ceunecoïncidence?,Qu'est-cequellechonte?,tensor([-18.5982])
beam0,Ialwaysfeelhungry.,J'aitoujoursfaim.,Jevousaisdevousais.,tensor([-16.6680])
beam1,Ialwaysfeelhungry.,J'aitoujoursfaim.,Jevousaisdevousair.,tensor([-16.9503])
beam2,Ialwaysfeelhungry.,J'aitoujoursfaim.,Jevousaisdevousavous.,tensor([-18.2634])
beam3,Ialwaysfeelhungry.,J'aitoujoursfaim.,Jevousaisdevousavoir.,tensor([-18.4335])
beam4,Ialwaysfeelhungry.,J'aitoujoursfaim.,Jevousaisdevousd'ait.,tensor([-18.6169])
beam0,Ourcarranoutofgasaftertenminutes.,Notrevoituretombaenpanned'essencedixminutesplustard.,Noussonspassentrondespontrespontrentres.,tensor([-55.2232])
beam1,Ourcarranoutofgasaftertenminutes.,Notrevoituretombaenpanned'essencedixminutesplustard.,Noussonspassentrondespontrespontrentrentes.,tensor([-60.2952])
beam2,Ourcarranoutofgasaftertenminutes.,Notrevoituretombaenpanned'essencedixminutesplustard.,Noussonspassentrondespontrespourtentrentes.,tensor([-60.4407])
beam3,Ourcarranoutofgasaftertenminutes.,Notrevoituretombaenpanned'essencedixminutesplustard.,Noussonspassentrondespontrespontrentrentres.,tensor([-61.7709])
beam4,Ourcarranoutofgasaftertenminutes.,Notrevoituretombaenpanned'essencedixminutesplustard.,Noussonspassentrondespontrespontrentrententes.,tensor([-65.5721])
beam0,Whydidn'tyoutellustherewasawitness?,Pourquoinenousavez-vouspasditqu'ilyavaituntémoin?,Pourquoiquevousquevousvousquez-vousquez-vouspas?,tensor([-27.5954])
beam1,Whydidn'tyoutellustherewasawitness?,Pourquoinenousavez-vouspasditqu'ilyavaituntémoin?,Pourquoiquevousquevousvousquez-vousquez-vouspaspas?,tensor([-30.4034])
